target,cluster
comment section,5
election,1
homeschoolers,0
muslim woman headscarf,6
comment section,5
mandatory college,0
student,0
publisher,5
restaurant,5
expense,5
type,5
parent religious belief,5
male dominance,5
social disorder,5
bland food,5
polling,1
medium literacy,5
library,0
police,5
police,5
studying language,0
foreign language,5
comment section,5
comment section,5
police,5
hijab,6
gene patent,5
healthier,5
unpaid internship,0
anonymous comment,5
opinion religion,5
cinema,5
parent religious belief,5
child 's book,5
science department,5
amazon,6
hijab,6
internet addiction,5
unpaid intenship,1
greece 's antiausterity government,5
parent religious belief,5
library,0
environmental issue,5
unpaid internship,0
comment section,5
euro,6
splintering cia,5
parent religious belief,5
parent religious belief,5
integration,5
organic farm,5
rate professor,5
democrat,1
farm subsidy,1
unpaid intenship,1
court stenographer,5
capital gain,5
queen elizabeth ii,5
organic food,5
foreign language class,5
organic food,5
computer generated imagery,5
kid glued phone screen,5
student,0
learning language quickly,5
internet addiction,5
unpaid internship,0
salt preference,5
unpaid intenship,1
library,0
wealth inequality,1
student,0
resisting arrest,5
hijab,6
law,1
face covering,5
comment section,5
online class,0
critic,5
obamacare,1
wealth inequality,1
modern men,5
place table,5
studying language,0
professional critic,5
restricted access,5
walmart,6
birthright citizenship,1
math skill,0
condiment,5
library,0
greece 's,6
foreign language,5
college student,0
professional critic,5
psychological testing cop,5
reality bite back,5
library,0
seasoning food,5
prejudice,5
medical care,5
amazon,6
salt food,5
college student,0
use pesticide farming,5
modern men,5
unpaid internship,0
handwrite,0
traditional education,0
individual right,5
google,5
student,0
useful excercise college student,0
corporate greed,5
obamacare,1
course online,5
stereotype,5
unemployed people,5
democracy,1
declawing cat,1
birthright citizenship,1
teaching cursive writing,0
opinion poll,5
killing animal eating,5
library,0
obamacare,1
good reader,5
level playing field american,5
library,0
birthright citizenship,1
organic food,5
removal cat 's claw,5
library,0
police,5
high school team,0
rate professor,5
library,0
modern men,5
foreign language class,5
medical care,5
student,0
environmental issue,5
austerity,1
cursive writing education,0
public money,5
euro,6
obamacare,1
technology effect mental health,5
polling,1
comment section,5
seasoning food restaurant,5
hijab,6
library,0
modern men,5
internet addiction,5
medical care,5
online pseudonym,5
modern men,5
saving time using technology,5
comment section,5
library,0
obamacare,1
comment section,5
library,0
library,0
c.i.a necessary,5
amazon,6
place table,5
monopoly,1
comment section,5
farm subsidy,1
hijab,6
best way,5
comment section,5
expense,5
3 month learn language,5
sustainability,5
library,0
cat,5
computer generated imagery,5
cat,5
teach best way,5
writing cursive,0
germany,6
deferring customer need,5
muslim covering hair,5
rate professor,5
influence poll election,1
moderating section,5
comment section,5
haute cuisine,5
modern men,5
hijab,6
ruth bader ginsburg,6
high school team,0
college student,0
rate professor,5
salt,5
online course,5
college student,0
supermarket,5
unpaid intern,0
automation,5
organic food,5
obamacare,1
birthright citizenship,1
declawing cat,1
comment section,5
hospitality,5
comment section,5
professional critic,5
salt,5
economic power euro,5
organic food,5
home schoolers,0
rate professor,5
google,5
obamacare,1
internet learning,5
using salt,5
salt,5
pesticide,1
healthier,5
obamacare,1
obamacare,1
obamacare,1
reality tv,5
obamacare,1
place table,5
genetics,5
hispanic serving institution,5
danger,5
woman 's right,5
queen elizabeth ii,5
research paper,5
library,0
birthright citizenship,1
comment section,5
college student,0
nuclear power,5
nuclear power,5
illegal immigrant,4
illegal immigration,4
immigrant,4
immigrant,4
high speed rail,5
california,6
public rail,5
justice,5
supreme court control election outcome,5
college,0
free college,0
voting,1
constitutional right,5
harmful atmosphere gay,5
bible conflict reality,5
christian,6
homosexuality,1
radical conservativism,1
trump,5
tenure,0
stability,5
christian,6
harmful atmosphere gay,5
olympics,6
brazilian government,5
olympics,6
new york 's bike lane,5
bicycle commuting,5
new york 's,5
alternative transportation,5
riding bike benefit,5
humanity program,5
college,0
suny,6
election,1
trump,5
college,0
free college tuition,0
young people,5
adult living parent,0
ritual adult life,5
adult moving back parent home,5
young adult returning home,5
political bias judge,5
supreme court,5
impartial judge,5
voting,1
brazil,6
olympics,6
athlete,0
state citizenship,1
immigration reform,4
christian,6
harmful atmosphere gay,5
treatment,5
forced imprisoned treatment,5
drug addict,2
election,1
voting,1
gun,5
gun,5
humanity program,5
college,0
teacher school,0
college,0
humanity program,5
lost wage salary,5
rating state legislature,5
young people,5
student loan,0
financial stability,5
ritual adult life,5
financially stable,5
child late,5
humanity program,5
french department school,0
french language,5
harmful atmosphere gay,5
christian law,1
christian,6
nato,6
nuclear power,5
climate change,5
nuclear plant,5
humanity program,5
cutting foreign language program,5
foreign language program,5
college,0
cutting foreign language program,5
tennis strung,5
tennis fan,5
fan,5
bicycle city,5
bicycle,5
new york 's bike lane,5
college campus,0
gun,5
gun control,5
gun,5
college campus,0
gun,5
trouble,5
country hosting event,5
christian,6
harmful atmosphere gay,5
gun,5
gun control,5
gun death,5
election,1
trump supporter,5
constitutional right,5
voting right,5
voting,1
early voting,5
mandatory college,0
college foreign language requirement,0
foreign language,5
gun,5
college,0
college,0
free college,0
major n't worth money,5
humanity program,5
justice ginsburg,5
impartial justice,5
marketplace incentive,5
appearance,5
legislation,1
pay experience,5
humanity program,5
school language education program,0
college,0
studying foreign language,5
treatment,5
coercing child treatment,5
medicare,1
election,1
free speech scotus judge,5
legislation,1
eventually money healthcare usa,5
medicaid medicare,1
young people,5
marriage,1
ritual adult life,5
author feeling child necessary make one adult,5
constitutional right,5
voting,1
christian,6
islamic belief,6
harmful atmosphere gay,5
medicare,1
nato,6
election,1
supreme court,5
public political statement supreme court justice,5
use word `` natural ``,5
high speed rail development,5
high speed rail,5
high speed rail,5
humanity program,5
tuition cost thing past,5
humanity program,5
overcrowded national park,5
restricted access,5
employer discriminating,5
employer discrimination,1
police officer,5
body camera,5
videotape,5
camera,5
medicare,1
young people,5
delaying parenthood,1
delaying procreation,1
delaying parenthood,1
cost delaying child,5
college,0
economist,1
sociologist,5
philosophical bias,5
christian,6
harmful atmosphere gay,5
gun,5
nationally concealed carry permit holder,5
concealed carry,5
bad,5
trump,5
carry weapon,5
gun,5
gun,5
gun campus,0
overcrowding,5
legitimate threat,5
population,5
harmful atmosphere gay,5
religious belief,5
christian,6
bible fact,5
treatment,5
drug addict,2
patient legal right,5
patient right,5
humanity program,5
humanity,5
humanity,5
election,1
politics,1
thought,5
election,1
uneven playing field life,5
college,0
undecided college student,0
tenure,0
bad teacher,0
tenure teacher,0
bad teacher,0
tenure,0
election,1
trump,5
legislation,1
american diet,5
standard american diet,5
tenure,0
stability,5
olympics,6
ioc bloatedness,5
olympics,6
christian,6
harmful atmosphere gay,5
civil right,5
religion,1
economist,1
3d printing,5
world,5
3d printing,5
machine,5
artificial intelligence,5
high speed rail,5
california,6
high speed rail,5
turkey,5
turkish lack democracy,5
turkey democratic country,5
tenure,0
bad teacher,0
teacher tenure,0
voting,1
constitutional right,5
bike lane,5
bike lane,5
new york 's bike lane,5
california rail system,5
speed rail,5
high speed rail,5
nuclear power,5
climate change,5
fusion energy,5
nuclear fusion,5
drug addict,2
profit uber alles mentality,5
profit drug rehab,2
treatment,5
profit uber alles mentality,5
machine,5
artificial intelligence,5
ai technology,5
ai,5
campus,0
sending kid far away expensive college,5
student,0
student debt,0
medicare,1
affordable care act,5
spend,5
supreme court,5
complaining constitution,5
olympics,6
none,5
brazil,6
sport event brazil,5
high speed rail,5
rail,5
high speed rail,5
humanity program,5
college,0
humanity science,5
christian,6
harmful atmosphere gay,5
greece,6
euro zone,5
greece paying back debt,5
greece,6
tennis,5
contemporary tennis,5
crowd noise,5
voting,1
college,0
standardized testing,5
nclb exam,0
humanity program,5
child left behind testing,5
election,1
trump,5
donald trump,6
trump president,5
court stenographer,5
artificial intelligence,5
rha,6
rock roll hall fame,5
rock hall fame,5
rha induction,5
harmful atmosphere gay,5
agreeing someone 's religious view,5
christian,6
drug addict,2
legalizing drug,2
treatment,5
addict treatment funding,5
christian,6
harmful atmosphere gay,5
nato,6
us stop footing bill nato,5
election,1
election,1
appointment supreme court justice president,5
russia,6
partner,5
russia,6
legislation,1
harmful atmosphere gay,5
christian,6
muslim country,6
economist,1
christian,6
harmful atmosphere gay,5
election,1
justice ginsberg,5
medicare,1
new york 's bike lane,5
biking rule,5
bike lane,5
bicyclist,5
medicare,1
streaming,5
musician,5
college,0
american academic performance,5
humanity program,5
global ignorance,5
young people,5
ritual adult life,5
age one capable understanding action consequence,5
brain growth,5
harmful atmosphere gay,5
christian,6
atlantic coast,6
oil drilling,5
drilling,5
climate change,5
musician,5
streaming,5
bikers,5
traffic rule,5
traffic rule,5
college,0
humanity program,5
college,0
humanity education,5
high speed rail,5
high speed rail system,5
high speed rail,5
supreme court,5
brazil,6
olympics,6
olympics,6
election,1
free speech,5
college,0
teaching french university,0
humanity program,5
french language,5
tenure,0
stability,5
christian,6
harmful atmosphere gay,5
tennis strung,5
crowd,5
new york 's bike lane,5
humanity program,5
foreign language,5
college,0
foreign language,5
trouble,5
olympics,6
olympics,6
election,1
voting,1
constitutional right,5
right vote,5
supreme court,5
clarity writing,5
election,1
young people,5
ritual adult life,5
economist,1
election,1
politically motivated judicial ruling,5
politically motivated judicial decision,5
christian,6
gay marital right,5
harmful atmosphere gay,5
daly,6
harmful atmosphere gay,5
right believe,5
christian,6
economist,1
state citizenship,1
driver license non citizen,5
immigration reform,4
noncitizen driver license,5
high speed rail,5
train,5
traffic,5
treatment,5
drug addict,2
forced treatment addict,5
doping,2
new york 's bike lane,5
mass transit,5
humanity program,5
american education,0
college,0
harmful atmosphere gay,5
lgbt right,5
christian,6
lgbt right,5
proper parking locking facility,5
biking feasibility,5
biking initiative,5
new york 's bike lane,5
bike parking,5
medicare,1
medicare,1
stability,5
teaching learning,0
tenure,0
drilling,5
carbon emission,5
climate change,5
comment section,5
freedom speech,5
new york 's,5
bicyclist,5
harmful atmosphere gay,5
christian,6
young people,5
ritual adult life,5
climate change,5
college,0
humanity program,5
tenure,0
bad teacher,0
election,1
ruth bader ginsberg,6
trump,5
voting,1
constitutional right,5
constitutional amendment,1
medicare,1
medicare,1
drug addict,2
drug addiction,2
treatment,5
supreme court,5
college,0
free college education,0
fame,5
roof induction,5
rock hall fame,5
olympics,6
holding olympics brazil,6
holding olympics brazil disease present,5
brazil,6
supreme court,5
harmful atmosphere gay,5
christian,6
mandatory voting,1
police officer,5
camera,5
camera,5
camera pubic evidence,5
voting,1
constitutional right,5
stability,5
tenure,0
voting,1
doping,2
economist,1
gun,5
mass shooter,5
gun violence,5
psychotropic medication,2
youth drug use,5
voting,1
political fraud,1
constitutional right,5
voting id,1
voter fraud,1
college,0
routine,5
humanity program,5
justice bader,5
impropriety,5
new york 's bike lane,5
bike lane,5
college,0
multi lingual,5
greece,6
eu,6
euro zone,5
new york 's,5
bicycling street,5
new york 's bike lane,5
christian,6
harmful atmosphere gay,5
christian,6
machine,5
education system,0
upper hand,5
school reform,0
diet,5
keep weight,5
keeping pound eating proper diet starving diet,5
partner,5
russia,6
treatment,5
drug addict,2
treatment drug addict,2
christian,6
harmful atmosphere gay,5
homosexuality,1
voting,1
constitutional right,5
mass transportation system,5
mass transportation system,5
zip car,5
high speed rail,5
zip car,5
humanity program,5
constitutional right,5
voting,1
voter fraud,1
comment section,5
freedom speech,5
population growth,5
telecommuting,1
transportation system,5
business travel,5
population,5
college,0
tuition free college,0
rate professor,5
student evaluation,0
judge public comment,5
justice,5
court corruption,5
election,1
partisanship supreme court,5
election,1
justice,5
streaming,5
musician,5
ritual adult life,5
young people,5
workforce,0
christian,6
homosexuality,1
harmful atmosphere gay,5
world,5
3d printing,5
3d printing,5
gun,5
college campus,0
cycle,5
bike lane,5
new york 's bike lane,5
bike rider,5
christian,6
harmful atmosphere gay,5
college,0
free college,0
tennis strung,5
tennis,5
doping,2
christian,6
harmful atmosphere gay,5
us `` subsidizing european military cost,5
european presence,5
college,0
uneducated people,5
critical thinking,5
humanity program,5
new york 's,5
bike lane,5
new york 's bike lane,5
foreign language class,5
french system,5
political correctness,1
humanity program,5
young people,5
tradition,5
ritual adult life,5
election,1
public comment,5
doping,2
election,1
college,0
free education,0
3d printing,5
world,5
3d printer,5
economist,1
mandatory child,0
religious exemption,1
religious organization,5
vaccination,1
paying tax,1
high speed rail,5
high speed rail california,5
transportation,5
high speed rail,5
legislation,1
doping,2
drug testing athletics,5
increasing fee park,5
tax increase,1
restricted access,5
government spending park,5
overcrowding,5
climate control,5
skepticism,5
population bomb,5
population,5
traffic law,5
bike lane,5
cyclist,5
new york 's bike lane,5
tenure,0
arbitrary termination,5
stability,5
employment,1
medicare,1
election,1
medicare,1
nuclear power,5
climate change,5
nuclear energy,5
california,6
high speed rail,5
high speed rail,5
young people,5
forced displacement,5
ritual adult life,5
delayed adulthood,5
ritual adult life,5
child millennial lifestyle,5
young people,5
paragraph take position,5
bad teacher,0
tenure,0
tenure,0
olympics,6
rio olympics,6
brazil,6
detail,5
tenure,0
stability,5
tenure teacher,0
marijuana,2
drug,2
gateway drug,2
drug addiction,2
drug leading problem user,5
nato,6
harmful atmosphere gay,5
christian,6
medicare,1
turkey,5
medicare,1
voting,1
christian,6
harmful atmosphere gay,5
christianity support gay marriage,5
doping,2
euro zone,5
greece,6
nato,6
trump,5
donald trump,6
drug addict,2
drug prevention program,5
treatment,5
college,0
foreign language,5
humanity program,5
gun,5
firearm campus,0
college campus,0
college campus safe,0
court,5
government corruption,1
harmful atmosphere gay,5
christian,6
christian hate gay people,5
college campus,0
gun allowed college,0
gun,5
technology device,5
technology,5
3d printer,5
3d printing,5
european union,6
greece,6
greece,6
greece taking exit,5
eurozone,1
turkey,5
nato,6
camera,5
privacy,5
state surveillance,5
surveillance,1
college free,0
income blue collar job,5
blue collar job,5
college alternative,0
humanity degree,5
foreign language,5
humanity program,5
language school,0
california,6
taking car trip,5
high speed rail,5
election,1
gun,5
college campus,0
gun violence,5
gun,5
constitutional right,5
voting,1
teaching humanity,5
humanity education,5
humanity program,5
judge,5
apolitical,1
donald trump,6
greece,6
government debt,1
euro zone,5
legislation,1
fat people,5
auto regulation,5
regulation auto industry,5
election,1
political comment,5
justice,5
college,0
free tuition,0
nato,6
nato,6
nato,6
defense official opinion,5
tenure,0
school administrator,0
stability,5
tenure,0
election,1
supreme court,5
new york 's bike lane,5
bike route n. america,5
north american city bicycle,5
city planning,5
teacher,0
public school teacher,0
voting,1
constitutional right,5
free photo id,5
new york 's,5
bike,5
walking instead car,5
new york 's bike lane,5
new york 's bike lane,5
new york 's,5
biking new york,5
bike route,5
new york 's,5
bike lane,5
new york 's bike lane,5
brazil,6
athlete going rio,5
olympics,6
bad teacher,0
tenure,0
unemployment,1
election,1
christian,6
harmful atmosphere gay,5
math career,0
stem education,5
legislation,1
harmful atmosphere gay,5
orlando terrorist attack,5
election,1
economist,1
economics math,0
harmful atmosphere gay,5
christian,6
dishonesty christianity,1
tennis strung,5
boorish behavior,5
sportsmanship,5
felon,1
right vote,5
former inmate,5
russia,6
partner,5
character,5
bad teacher,0
tenure,0
olympics,6
world game,5
hosting olympics,5
election,1
justice ginsburg criticized,5
christian,6
lobbying group,5
harmful atmosphere gay,5
lobbying group,5
turkey,5
turkey 's nato membership,5
nato,6
turkey membership nato,6
turkey,5
sport league,5
eminent domain,5
nonprofit status,5
legislation,1
obese people,5
nato,6
3d printing,5
medical technology,5
3d printing,5
3d printing waste time,5
3d printing,5
medicare,1
rock hall,5
defines `` rock roll,5
fame matter,5
rock n roll hall fame,5
christian,6
harmful atmosphere gay,5
nuclear power,5
climate change,5
new york 's bike lane,5
new york 's,5
bicyclist,5
new york 's bike lane,5
bike city,5
bicycling street,5
christian,6
christ 's teaching,5
harmful atmosphere gay,5
college,0
good writer,5
write,5
standardized test,5
write,5
academia,0
emerging digital technology,5
repeat,5
3d printing,5
christian,6
lgbt advocate,5
harmful atmosphere gay,5
jules berkoff,6
brazil,6
jules berkoff,6
tenure,0
teacher support mentoring,0
writing standard,5
n't mention college,0
computer,5
standardized test,5
algorithm essay computer,5
college campus,0
kid firearm,0
gun,5
trouble,5
host city olympics,5
olympics,6
olympics,6
turkey,5
nato,6
turk,6
brazil,6
postponing olympics,5
olympics,6
sport league,5
eminent domain,5
eminent domain,5
team,5
new york 's,5
new york,5
new york 's bike lane,5
new york mayor,5
doping,2
medicare,1
fraternity sorority,0
doping,2
state citizenship,1
immigration reform,4
responsibility immigrant,4
olympics,6
trouble,5
nyu expansion,5
voting,1
mandatory voting,1
mandatory voting,1
nato,6
3d printing,5
world,5
useful excercise college student,0
research paper,5
research paper,5
critical thinking,5
college,0
free public education,0
federally funded college,0
rating,5
rating system,5
election,1
trump,5
mexico border wall,5
treatment,5
disease addiction,5
drug addict,2
gun,5
gun control,5
gun toting activist,5
gun control,5
gun violence,5
stability,5
school reform,0
tenure,0
reformed school,0
school reformer,0
election,1
medicare,1
overcrowded national park,5
vehicle restriction national park,5
restricted access,5
college,0
christian,6
harmful atmosphere gay,5
bike,5
bike commuting,5
nyc 's bike lane,5
new york 's bike lane,5
drug addict,2
treatment,5
drug addiction,2
free park entrance,5
government,1
democracy,1
restricted access,5
new york 's bike lane,5
new bike lane,5
bike lane,5
expanding horizon,5
traveling world,5
christian,6
subgroup white men wealthy area unhealthy idea,5
religious rule,5
olympics,6
hosting olympics,5
trouble,5
greece hosting,6
christian,6
harmful atmosphere gay,5
court justice,5
justice ginsburg,5
politics supreme court bias,5
new york 's bike lane,5
bike lane,5
public transportation,5
treatment,5
lack housing,5
drug addict,2
addiction legislation,1
economist,1
election,1
political bias,1
rbg,6
medicare,1
election,1
college,0
new york 's bike lane,5
new york 's,5
koch lane,5
bike lane,5
legislation,1
weight loss,5
nato,6
doping,2
election,1
court justice,5
learning language,5
foreign language college,0
elimination foreign language,5
humanity program,5
medicare,1
olympics,6
olympics location,5
brazil,6
olympic host city,5
christian,6
homosexuality,1
mr. daly,6
harmful atmosphere gay,5
tenure,0
bad teacher,0
college campus,0
gun college campus,0
gun,5
new york 's bike lane,5
mayor,5
citywide ban,5
take position,5
nato,6
state citizenship,1
immigration reform,4
drug addict,2
treatment,5
college,0
constitutional right,5
biometric id system,5
voting,1
voter id,1
constitutional right,5
voting,1
speech,5
mac,5
freedom speech,5
election,1
justice ginsberg,5
extra lane highway,5
government overspending infrastructure,1
high speed rail,5
high speed bus travel,5
election,1
speaking truth,5
justice ginsburg,5
president trump,5
trump,5
college,0
reading foreign language,5
humanity program,5
learning multiple language,5
college,0
humanity program,5
harmful atmosphere gay,5
christian,6
doping,2
kid performance,0
student evaluation,0
greece,6
turkish lobby,6
harmful atmosphere gay,5
changing constitution,5
christian,6
economist,1
gun,5
gun,5
gun classroom,0
gun class,5
college,0
humanity program,5
syrian,6
election,1
speaking candidate,5
nuclear power,5
climate change,5
nuclear energy,5
felon,1
voter fraud,1
new york 's,5
law protecting cyclist new york,5
new york 's bike lane,5
new york 's bike lane,5
bike lane,5
turkey,5
nato,6
greece,6
euro zone,5
gun,5
permit carry gun,5
concealed carry among citizen,5
college,0
free tuition,0
election,1
california,6
hsr,6
high speed rail,5
constitutional right,5
supreme court,5
court backed corporation abuse,5
voting,1
court enabled ideological control employee,5
use word `` natural ``,5
election,1
criticism authority,5
freedom speech,5
nato,6
us global interference,5
police officer,5
camera,5
college,0
scarcity fo fund,5
taxpayer funding education,1
humanity program,5
college,0
humanity college,0
college,0
public transportation,5
high speed rail,5
high speed rail,5
high speed rail,5
treatment,5
drug addict,2
high speed rail,5
funding existing public transit california,5
california,6
harmful atmosphere gay,5
christian,6
christian,6
harmful atmosphere gay,5
fraternity sorority,0
christian,6
harmful atmosphere gay,5
gun,5
hunter,5
gun,5
drug addict,2
treatment,5
right citizenship,1
supreme court,5
constitutional right,5
voting right act,5
college,0
english composition,5
standardized test,5
write,5
gun,5
fearmongering,1
gun license,5
evidence based argument,5
supreme court,5
supreme court,5
justice term limit,5
christian,6
harmful atmosphere gay,5
election,1
trump,5
christian,6
harmful atmosphere gay,5
christian right advantage,5
u.s. influence middle east,5
putting troop syria,6
us involvement syria,6
western troop syria,6
tenure,0
public school teacher,0
bad teacher,0
id card,5
immigrant,4
separation judicial branch partisan politics,1
impartial justice,5
justice ginsburg,5
new york 's bike lane,5
new york 's,5
nyc bike lane,5
treatment,5
doping,2
tenure,0
bad teacher,0
immigrant,4
id card,5
olympics,6
christian,6
harmful atmosphere gay,5
drug addict,2
forced treatment,5
treatment,5
coerced treatment,5
medicare,1
new york 's bike lane,5
new york 's,5
increased bikers bike street access new york,5
christian,6
gay marriage,5
relationship changeable,5
harmful atmosphere gay,5
humanity program,5
college,0
doping,2
decision making,5
nuclear power,5
climate change,5
nuclear power,5
nuclear reactor,5
election,1
economist,1
green bicycle lane,5
bus lane,5
new york 's bike lane,5
doping,2
economist,1
nuclear power,5
climate change,5
mandatory voting,1
ukraine,6
eu 's,5
route taken,5
election,1
turkey,5
treatment,5
heavy drug prohibition,2
drug addict,2
supreme court,5
power elite,5
trouble,5
lord coe,5
olympics,6
london,6
harmful atmosphere gay,5
church,0
christian,6
legislation,1
camera,5
camera,5
digital record,5
gun,5
college campus,0
gun control,5
technology prevent duo,5
prevention drinking driving,5
basketball player height,5
nba regulation,5
new york 's bike lane,5
new york 's,5
college,0
forcing participation democracy,1
forcing people participate,5
college,0
human resource,5
voting,1
christian,6
political hate,5
harmful atmosphere gay,5
speaking,5
trump 's rise power,5
turkey take kurd,5
nato,6
college,0
writing skill,5
standardized test,5
gun,5
college campus,0
conceal carry firearm,5
voting,1
spending money olympics,5
olympics,6
olympics,6
christian,6
harmful atmosphere gay,5
homosexuality,1
america 's fear,5
privacy,5
new york 's bike lane,5
new york 's,5
cyclist obeying traffic law,5
legislation,1
fat people,5
euro,6
greece,6
speech,5
job termination,5
public worker,5
christian,6
college campus,0
gun carrying,5
gun,5
gun,5
gun,5
gun owned student,5
carrying loaded weapon,5
voting,1
demonstration voter right,5
constitutional right,5
government overreach,1
immigrant,4
id card,5
traffic law,5
bicyclist abide rule road,5
new york 's bike lane,5
young people,5
age childbirth,5
fraternity sorority,0
id card,5
illegal immigrant,4
immigrant,4
young people,5
choice among student,0
ritual adult life,5
supreme court,5
doping,2
medicare,1
stability,5
tenure,0
election,1
election,1
supreme court judge opinion politics,5
economist,1
harmful atmosphere gay,5
paragraph tell massacre political,5
christian,6
placing blame,5
economist,1
brazil,6
olympics,6
olympics,6
humanity program,5
college,0
drug addict,2
treatment,5
medicare,1
legislation,1
supreme court,5
bad teacher,0
teacher tenure,0
tenure,0
nato,6
nato,6
election,1
justice ginsberg,5
olympics,6
sending people site emergency,5
cdc,6
sending people emergency site,5
health,5
voting,1
identification voting requirement,5
constitutional right,5
voter id law,1
legislation,1
employee image,5
drug addict,2
treatment,5
economist,1
economics,1
greece,6
european union,6
euro zone,5
greece,6
nonprofit,0
surplus profit,5
term nonprofit,5
nonprofit status,5
money,5
new york 's bike lane,5
bicycle,5
new york bike lane,5
bike lane,5
legislation,1
medicare,1
voting,1
constitutional right,5
easier voting,5
human,5
full automation,5
robot,5
artificial intelligence,5
college,0
college,0
learning language school,0
humanity program,5
new york 's bike lane,5
new york 's,5
bike lane,5
new york 's,5
new york bike lane,5
new york 's bike lane,5
tennis strung,5
tennis,5
police officer,5
surveillance,1
camera,5
doping,2
humanity program,5
foreign language learning,5
college,0
appoint,5
liberal,1
election,1
president trump,5
trump,5
greece,6
greece becoming independant,5
euro zone,5
college,0
none,5
humanity program,5
none,5
election,1
justice ginsberg,5
fraternity sorority,0
stem,5
fame,5
rock roll,5
rock hall fame,5
rock roll,5
greece,6
euro zone,5
young people,5
teen pregnancy,0
ritual adult life,5
turkey,5
turkish kurd,6
voting,1
supreme court,5
term limit,5
kid,0
privacy,5
childhood depression,5
new york 's bike lane,5
new york 's,5
biking population,5
medicare,1
supreme court,5
court decision change law,5
treatment,5
drug addict,2
christian,6
fundamentalist,5
fraternity sorority,0
same sex fraternity,5
tenure,0
bad teacher,0
young people,5
marriage,1
ritual adult life,5
economist,1
usage euro currency,5
supreme court,5
tenure,0
stability,5
christian,6
bible anthropology,5
harmful atmosphere gay,5
believing bible reality,5
brazil,6
postpone,5
nuclear power plant,5
nuclear facility,5
nuclear power,5
nato,6
weapon,5
number,5
denuclearization world,5
nuclear arm,5
humanity program,5
college,0
wasting tax money,5
government tax,1
high speed rail,5
taxation policy,1
business paying tax,1
federal tax,1
nonprofit status,5
nonprofit tax,1
paying tax,1
christian,6
harmful atmosphere gay,5
medicare,1
election,1
new york 's bike lane,5
bike lane,5
election,1
justice ginsberg,5
supreme court influence politics,5
turkey,5
secularism,1
turkey straying democracy,5
nato,6
fundamentalist islam,6
california,6
high speed maglev train technology,5
high speed train,5
high speed rail,5
nato,6
overcrowded national park,5
park entry fee investment,5
national park fee,5
restricted access,5
supreme court,5
voting,1
constitutional right,5
immigrant citizen voting,1
stability,5
teacher salary,0
increase teacher wage,5
college,0
free college,0
legislation,1
fattening food,5
high speed train project,5
high speed rail,5
high speed rail,5
christian,6
religious liberty,5
harmful atmosphere gay,5
election,1
dems,1
high speed rail,5
california,6
high speed railroad,5
humanity program,5
college,0
tax break,1
teacher union,0
funding teacher,0
increased pay teacher,0
teacher union,0
correcting someone 's spelling,5
teacher,0
college,0
teacher,0
election,1
donald trump,6
college,0
american isolation,5
foreign language acquisition,5
humanity program,5
humanity program,5
humanity,5
university humanity curriculum,0
stability,5
tenure,0
teacher union,0
tenure,0
humanity program,5
college,0
enrichment humanity,5
legislation,1
obese employee,5
college,0
writing prose,5
humanity program,5
communication,5
communicating others,5
traffic law,5
new york 's bike lane,5
traffic law,5
christian,6
harmful atmosphere gay,5
college,0
humanity program,5
election,1
supreme court,5
ideological voting supreme court,5
tenure,0
bad teacher,0
development teacher 's union,5
election,1
donald trump,6
supreme court,5
new york 's bike lane,5
rider safety,5
new york 's,5
bike safety,5
bike lane nyc,5
election,1
trump,5
harmful atmosphere gay,5
support lgbt christian,6
christian,6
election,1
trump candidacy,1
medicare,1
conservative healthcare plan,5
college,0
humanity program,5
legislative action,5
discrimination,1
election,1
trump,5
college,0
free college education,0
voting,1
mandatory voting,1
russia,6
ukraine nuclear concession exchange territorial integrity,5
nato,6
christian,6
harmful atmosphere gay,5
stability,5
tenure,0
voting,1
voting,1
high speed rail,5
california,6
travel,5
medicare,1
gun,5
concealed carry permit,5
gun control,5
standardized test,5
college,0
memorizing essay,0
election,1
political preference,5
college,0
free service,5
social service,5
gun,5
gun restriction law,5
gun restriction,5
gun control,5
drug addict,2
forcing help addict,5
california,6
high speed rail,5
capitol corridor,5
high speed rail,5
harmful atmosphere gay,5
christian,6
medicare,1
id card,5
immigrant,4
national id,5
christian,6
harmful atmosphere gay,5
election,1
justice ginsburg,5
candidate,5
election,1
election,1
judge speaking politically,5
animal surgery owner 's convenience,5
ethic,5
drug addict,2
national survey drug use health,5
treatment,5
christian,6
taking scripture literally,5
harmful atmosphere gay,5
humanity program,5
foreign language,5
foreign language,5
foreign language study,5
police officer,5
body cam,5
gun,5
none,5
college campus,0
carrying firearm,5
tenure,0
ca teacher tenure,0
stability,5
tenure,0
nato,6
turkey,5
christian,6
harmful atmosphere gay,5
harmful atmosphere gay,5
fundamentalism,1
christian fundamentalist,6
radical muslim fundamentalist,6
new york 's bike lane,5
cyclist,5
new york 's,5
cyclist,5
basing court ruling politics,5
supreme court,5
politics judicial ruling,1
young people,5
ritual adult life,5
gun,5
gun right,5
gun regulation,5
police officer,5
camera,5
college,0
student loan,0
free everyone,5
student debt,0
new york 's,5
new york 's bike lane,5
supreme court,5
government legal assistance school segregation,5
medicare,1
supreme court,5
supreme court,5
voting,1
ignorant voter,1
graduate voter,0
humanity program,5
foreign language,5
study foreign language,5
euro,6
military defense,5
military strategy,5
greece,6
parent religious belief,5
medical care,5
religion,1
voting,1
